Type,size,Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Area_Error,IoU,Dice,EMD
Type04,235,PURE_SVR,6.48273,6.00734,2.28197,0.72450,1.66492,0.65837,224.21562,0.96507,0.98222,5.79423
Type04,235,RATIO_CTRL,2.08415,1.85649,3.22304,0.92073,3.44521,1.88553,233.18984,0.96657,0.98300,1.71558
Type04,240,PCA_GPR,14.14958,13.63403,15.73978,3.48007,51.24771,4.84349,1837.55636,0.87612,0.93397,13.47925
Type04,240,PCA_KRR,6.18789,5.64538,2.54212,1.21122,0.24135,0.70413,58.81717,0.94681,0.97268,5.55955
Type04,240,PCA_LINEAR,6.19363,5.68805,2.56431,1.08278,2.12527,0.93147,134.35767,0.95039,0.97456,5.59236
Type04,240,PCA_SVR,6.25720,5.63293,2.99196,1.47935,3.55781,0.51251,195.38437,0.93458,0.96618,5.55971
Type04,240,PURE_GPR,5.69140,5.21290,2.22412,1.13043,0.14120,0.41654,112.20463,0.95652,0.97777,5.11632
Type04,240,PURE_KRR,6.08940,5.55058,2.42413,1.19662,0.24611,0.47387,67.79771,0.95564,0.97732,5.44985
Type04,240,PURE_SVR,6.22880,5.68217,2.64050,1.26203,0.43512,0.51028,16.91785,0.95326,0.97607,5.57726
Type04,240,RATIO_CTRL,1.79613,1.63242,3.36780,1.16965,5.68135,2.53336,550.16688,0.95499,0.97698,1.62681
Type04,245,PCA_GPR,11.64691,11.39780,11.41594,2.45071,33.67048,2.13976,1242.98056,0.91002,0.95289,11.17766
Type04,245,PCA_KRR,6.75417,6.24680,3.27062,1.35671,0.63794,0.83246,70.36350,0.94580,0.97214,6.13677
Type04,245,PCA_LINEAR,6.66909,6.18215,2.80828,1.12106,0.84633,0.47259,95.66486,0.95625,0.97764,6.05341
Type04,245,PCA_SVR,6.66341,6.10431,3.34166,1.46744,2.82684,0.99242,40.13460,0.94088,0.96954,6.00653
Type04,245,PURE_GPR,6.16689,5.67847,3.05404,1.28299,1.56302,1.26221,76.08640,0.94988,0.97430,5.56776
Type04,245,PURE_KRR,6.54512,6.05400,3.34651,1.33914,0.15215,1.25257,140.04543,0.94753,0.97306,5.93577
Type04,245,PURE_SVR,6.55823,6.08117,3.28440,1.34357,0.25930,1.23320,148.73214,0.94765,0.97312,5.96229
Type04,245,RATIO_CTRL,2.18568,1.86521,4.67222,1.33688,4.85773,1.64112,635.85348,0.95214,0.97548,1.85917
Type04,250,PCA_GPR,9.45743,8.66098,5.69921,2.25131,14.47573,1.16215,203.19840,0.91828,0.95740,8.53095
Type04,250,PCA_KRR,7.66079,6.76283,4.81449,2.34156,2.81824,2.88006,350.93419,0.91259,0.95430,6.44037
Type04,250,PCA_LINEAR,7.54657,6.58005,4.31287,2.04423,2.02507,2.48132,378.20662,0.92257,0.95972,6.20974
Type04,250,PCA_SVR,7.23384,6.42712,4.96505,2.26998,3.19857,3.03107,259.37716,0.91626,0.95630,6.14039
Type04,250,PURE_GPR,7.25409,6.37898,4.90840,2.23361,3.36373,3.39150,345.42672,0.92175,0.95928,5.92493
Type04,250,PURE_KRR,7.22690,6.40394,4.82628,2.23519,2.30138,3.52561,230.79311,0.92740,0.96233,6.04171
Type04,250,PURE_SVR,6.99651,6.23116,4.71954,2.17691,2.16068,3.55929,169.08347,0.92694,0.96208,5.90338
Type04,250,RATIO_CTRL,1.94470,1.72831,3.54453,1.09922,2.41737,0.11236,290.43693,0.95939,0.97927,1.72172
Type04,260,PCA_GPR,6.81030,5.92344,4.56667,1.55869,12.51083,1.12467,295.86308,0.93535,0.96659,4.89582
Type04,260,PCA_KRR,8.16318,7.00867,2.96999,1.25881,4.21610,0.07696,325.44592,0.94413,0.97126,6.69679
Type04,260,PCA_LINEAR,8.12721,6.75787,3.11797,1.09077,3.70178,0.15841,284.53834,0.94977,0.97424,6.32577
Type04,260,PCA_SVR,7.77439,6.83210,3.03039,1.29551,5.74410,0.01275,505.95691,0.94310,0.97072,6.61354
Type04,260,PURE_GPR,8.22315,6.83276,3.30235,1.34014,6.08172,0.83789,480.81296,0.94905,0.97386,6.37171
Type04,260,PURE_KRR,7.49949,6.32168,3.14228,1.33077,3.65757,1.15505,449.47270,0.94908,0.97388,5.87752
Type04,260,PURE_SVR,7.16487,6.06362,3.20710,1.35408,2.57913,1.27048,482.24680,0.94955,0.97412,5.66246
Type04,260,RATIO_CTRL,3.37561,3.07382,6.17876,2.07869,8.93897,3.83222,1222.31841,0.92673,0.96197,2.86293
Type04,265,PCA_GPR,6.41433,5.63117,9.90926,2.46580,29.23541,1.52709,1059.01524,0.91244,0.95421,4.91658
Type04,265,PCA_KRR,8.11729,7.09716,4.00350,1.03575,4.72544,1.01809,140.52383,0.95367,0.97629,6.91342
Type04,265,PCA_LINEAR,7.88762,6.74509,3.99243,0.96205,3.36513,1.05189,117.29224,0.95706,0.97806,6.50258
Type04,265,PCA_SVR,8.42601,7.49035,4.48652,1.04136,8.03334,1.30224,272.08672,0.95426,0.97660,7.30871
Type04,265,PURE_GPR,8.02450,6.83065,4.28950,1.37270,6.85424,0.02229,372.69868,0.95238,0.97561,6.62022
Type04,265,PURE_KRR,7.40502,6.31084,3.69371,1.30768,3.91490,0.20147,250.07550,0.95385,0.97638,6.09810
Type04,265,PURE_SVR,7.26523,6.18628,3.55412,1.29943,2.70840,0.28716,222.97944,0.95411,0.97652,5.97977
Type04,265,RATIO_CTRL,3.67470,3.18174,7.61710,2.38650,8.96857,5.23696,1195.75384,0.92216,0.95950,3.16852
Type04,270,PCA_GPR,7.63576,6.52167,14.39327,3.49912,44.91940,3.50578,1521.83553,0.87888,0.93554,6.29499
Type04,270,PCA_KRR,8.32055,7.41298,3.34823,0.86045,6.10879,0.51375,274.85567,0.95709,0.97807,7.12663
Type04,270,PCA_LINEAR,7.96074,7.02282,3.05340,0.84095,4.08771,0.35418,260.35943,0.95916,0.97915,6.68188
Type04,270,PCA_SVR,9.15700,8.25008,4.25510,1.01475,11.08690,0.95278,395.00647,0.95210,0.97546,7.98351
Type04,270,PURE_GPR,7.82079,6.80158,3.26860,1.30538,7.21278,0.79903,524.05693,0.95382,0.97637,6.48365
Type04,270,PURE_KRR,7.56109,6.53624,3.06945,1.19547,5.71576,0.81877,400.49145,0.95664,0.97784,6.17316
Type04,270,PURE_SVR,7.65313,6.59309,3.05196,1.15847,5.07976,0.83338,337.18480,0.95673,0.97789,6.19875
Type04,270,RATIO_CTRL,3.83169,3.11985,7.01661,2.56697,10.03819,5.08249,1483.57812,0.91667,0.95652,3.10777
Type04,280,PCA_GPR,12.43095,10.53877,24.44035,5.91569,78.11254,5.78216,3018.65978,0.81568,0.89849,10.52209
Type04,280,PCA_KRR,7.81107,6.68786,2.85137,0.77361,1.70892,0.65941,49.64748,0.96417,0.98176,6.27838
Type04,280,PCA_LINEAR,8.19204,7.10836,3.08919,0.78931,3.76190,0.65463,5.33240,0.96246,0.98087,6.79984
Type04,280,PCA_SVR,7.27492,6.23887,2.75427,0.81867,2.79637,0.27976,194.43029,0.96386,0.98160,5.72568
Type04,280,PURE_GPR,6.79014,5.63175,3.40988,1.20924,0.57735,1.14409,38.46169,0.95482,0.97689,4.98664
Type04,280,PURE_KRR,7.15054,5.90051,3.22748,1.22449,3.42429,0.86837,232.68709,0.95350,0.97620,5.34467
Type04,280,PURE_SVR,7.19489,5.95393,3.40357,1.23603,4.31261,0.79155,259.18150,0.95404,0.97648,5.43777
Type04,280,RATIO_CTRL,4.42677,3.77370,7.83737,2.88918,10.35303,6.41875,1530.29160,0.91129,0.95358,3.75791
Type05,240,PCA_GPR,14.95142,14.64896,16.99277,3.95323,51.85477,3.51489,1535.19684,0.84898,0.91833,14.53150
Type05,240,PCA_KRR,6.69999,6.27273,1.14300,0.41028,0.17897,0.02171,22.97649,0.97923,0.98951,5.97401
Type05,240,PCA_LINEAR,6.51484,6.03126,1.52705,0.65145,1.58595,0.48110,191.09961,0.96159,0.98042,5.66075
Type05,240,PCA_SVR,6.77201,6.33729,1.27814,0.35801,2.08026,0.00270,34.61109,0.97685,0.98829,5.97953
Type05,240,PURE_GPR,10.24544,9.87972,4.46897,1.16925,10.87049,0.66733,186.58720,0.93922,0.96866,9.53085
Type05,240,PURE_KRR,6.62187,6.17910,1.09382,0.37693,0.41340,0.14485,9.87201,0.97999,0.98990,5.86591
Type05,240,PURE_SVR,6.74786,6.31954,1.00840,0.31967,0.46113,0.19697,85.14552,0.97928,0.98953,5.96628
Type05,240,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type05,260,PCA_GPR,6.62760,5.98971,3.34357,1.44880,2.47787,1.38209,98.83964,0.93485,0.96633,5.82707
Type05,260,PCA_KRR,7.44178,6.39817,5.09673,1.58584,2.78963,1.32927,172.35213,0.93097,0.96425,6.17504
Type05,260,PCA_LINEAR,6.98808,6.39316,3.24827,1.40396,1.20982,1.65827,23.68660,0.93616,0.96703,6.22694
Type05,260,PCA_SVR,7.91530,6.77375,4.19962,2.11202,1.82998,1.93215,264.95247,0.91030,0.95304,5.68379
Type05,260,PURE_GPR,8.66752,7.07546,5.77565,1.79622,3.94949,2.02374,29.11103,0.91851,0.95753,6.54882
Type05,260,PURE_KRR,7.60531,6.52747,6.42917,1.79104,4.94584,1.94969,3.73166,0.92631,0.96175,6.33546
Type05,260,PURE_SVR,7.19024,6.36892,6.95666,1.73095,5.97557,1.95956,11.76331,0.93497,0.96639,6.24239
Type05,260,RATIO_CTRL,3.00353,2.67214,4.58022,2.08656,5.67638,4.40880,698.35629,0.92069,0.95871,2.66054
Type05,280,PCA_GPR,10.76805,9.36084,21.67080,5.40152,68.86998,4.35185,2520.55522,0.81515,0.89816,9.39151
Type05,280,PCA_KRR,9.24325,7.71119,3.45419,1.37610,10.17542,0.65375,34.57860,0.93466,0.96623,6.35954
Type05,280,PCA_LINEAR,7.48609,6.91076,3.18738,1.02310,1.33659,0.69410,206.37807,0.95381,0.97636,6.71358
Type05,280,PCA_SVR,8.45973,7.92630,11.09434,5.18269,29.85993,2.41311,802.99783,0.81997,0.90108,7.16918
Type05,280,PURE_GPR,11.64574,10.08979,10.17454,2.35466,3.54315,1.14074,331.13147,0.90744,0.95147,7.99761
Type05,280,PURE_KRR,9.59137,8.43622,9.31007,2.53843,6.46223,0.71001,77.89264,0.90118,0.94802,6.82515
Type05,280,PURE_SVR,11.56386,10.01044,10.16439,2.35757,3.09026,1.10202,300.17658,0.90687,0.95116,8.08092
Type05,280,RATIO_CTRL,4.54412,4.00096,6.52954,2.57448,6.15835,5.74638,1022.62409,0.91032,0.95306,3.37768
Type06,230,PCA_GPR,20.67682,19.76031,27.56772,6.16543,83.34212,5.89694,2781.24791,0.78745,0.88108,19.65530
Type06,230,PCA_KRR,6.06750,5.70781,0.84430,0.25970,0.33296,0.05163,14.93145,0.98508,0.99248,5.39575
Type06,230,PCA_LINEAR,6.03302,5.47669,1.12923,0.42280,0.08777,0.08023,202.31064,0.97711,0.98842,5.06879
Type06,230,PCA_SVR,6.45430,6.18983,1.71567,0.40056,3.35901,0.08747,59.11406,0.97814,0.98895,5.92613
Type06,230,PURE_GPR,7.29380,7.09008,3.39274,0.79564,7.89707,0.57245,199.88722,0.96066,0.97994,6.80418
Type06,230,PURE_KRR,6.02106,5.66809,0.77967,0.24401,0.06015,0.11906,58.35005,0.98350,0.99168,5.37969
Type06,230,PURE_SVR,6.06723,5.74599,0.74436,0.21076,0.03853,0.17715,110.81715,0.98641,0.99316,5.47408
Type06,230,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type06,240,PCA_GPR,14.80360,14.32177,17.03483,4.58711,52.79614,3.93435,1934.76084,0.83354,0.90922,14.15707
Type06,240,PCA_KRR,5.44048,4.98823,2.84310,0.97162,2.52140,0.19189,91.22346,0.95370,0.97630,4.80482
Type06,240,PCA_LINEAR,5.57821,5.13886,2.84839,0.84476,0.11539,0.12795,275.48466,0.96690,0.98317,4.95148
Type06,240,PCA_SVR,5.12327,4.69215,3.37272,1.09817,4.38601,0.40457,51.83215,0.94501,0.97173,4.53306
Type06,240,PURE_GPR,5.21209,4.78417,2.68303,0.85844,1.92062,0.01472,220.18763,0.96466,0.98201,4.58552
Type06,240,PURE_KRR,5.47998,5.05480,2.90592,1.02155,1.43066,0.27976,171.99236,0.95701,0.97803,4.90163
Type06,240,PURE_SVR,5.92943,5.52605,2.51501,0.96220,1.04209,0.39548,148.95105,0.96137,0.98030,5.33960
Type06,240,RATIO_CTRL,3.32093,2.94798,2.77784,1.09249,2.63363,1.52088,422.53291,0.95836,0.97874,2.02768
Type06,250,PCA_GPR,9.74528,9.67455,7.30965,2.13313,19.77517,1.40736,507.05485,0.91118,0.95353,9.50106
Type06,250,PCA_KRR,6.21083,5.84126,2.14774,0.67321,2.23261,0.15830,100.61861,0.97056,0.98506,5.63390
Type06,250,PCA_LINEAR,6.29146,5.91418,2.04183,0.70337,2.67276,0.20507,205.55242,0.96760,0.98353,5.71829
Type06,250,PCA_SVR,6.54032,6.23654,2.27175,0.57956,0.65409,0.20665,111.27814,0.96634,0.98288,5.99691
Type06,250,PURE_GPR,5.99775,5.58247,2.22979,0.74369,3.17047,0.23498,42.86149,0.97185,0.98572,5.40464
Type06,250,PURE_KRR,6.32847,5.97224,2.22500,0.71191,1.39768,0.03197,70.68071,0.96806,0.98377,5.77085
Type06,250,PURE_SVR,6.43547,6.05578,2.03214,0.67370,0.89878,0.01158,6.69766,0.97276,0.98619,5.85492
Type06,250,RATIO_CTRL,2.15953,2.08888,2.85404,1.47578,2.80089,2.49290,318.28689,0.94799,0.97330,2.08114
Type06,270,PCA_GPR,7.16526,5.95277,14.13155,3.02047,45.54931,4.01777,1513.83346,0.88292,0.93782,5.81582
Type06,270,PCA_KRR,7.28271,6.59976,4.26923,1.15163,4.28496,1.16718,40.43484,0.94449,0.97145,6.39139
Type06,270,PCA_LINEAR,7.44850,6.55295,4.08776,1.18407,6.78686,1.23547,253.22741,0.92941,0.96341,6.28127
Type06,270,PCA_SVR,7.08711,6.64370,4.14183,1.27675,3.22832,0.82869,253.68856,0.94931,0.97399,6.45236
Type06,270,PURE_GPR,7.85003,6.95741,4.31911,1.23312,3.54616,0.88242,69.23295,0.93566,0.96676,6.73629
Type06,270,PURE_KRR,7.33599,6.69813,4.46822,1.23430,3.01108,0.91913,171.12885,0.95024,0.97448,6.50351
Type06,270,PURE_SVR,7.89861,7.23643,4.77438,1.11427,4.45978,0.97428,97.82532,0.93999,0.96907,6.86405
Type06,270,RATIO_CTRL,4.29429,4.07923,5.22524,2.21980,3.84416,4.04887,1106.49194,0.92515,0.96112,2.65896
Type06,280,PCA_GPR,12.16068,10.42212,24.02755,5.49192,78.57330,6.99002,2954.09609,0.81966,0.90089,9.94862
Type06,280,PCA_KRR,9.75776,7.92922,5.07472,1.27321,14.93895,2.09607,1531.74034,0.89486,0.94451,5.96640
Type06,280,PCA_LINEAR,8.37227,6.82657,3.95762,1.26373,9.07789,2.00799,666.68818,0.92461,0.96083,6.17510
Type06,280,PCA_SVR,10.88195,9.24802,6.12703,1.19605,18.64684,2.38643,1897.35682,0.88210,0.93736,5.54485
Type06,280,PURE_GPR,8.24184,6.76693,5.09664,1.34263,18.21181,2.45766,1184.87529,0.91872,0.95764,5.26607
Type06,280,PURE_KRR,10.34015,8.25064,4.81523,1.25096,12.72005,1.92319,1436.27130,0.89503,0.94461,6.41720
Type06,280,PURE_SVR,11.47738,9.88147,5.87051,1.22080,14.52653,1.69048,1623.03539,0.88869,0.94107,8.96798
Type06,280,RATIO_CTRL,5.43250,5.19516,5.05052,2.28238,4.00490,4.57590,1152.11989,0.92910,0.96325,3.03255
Type07,250,PCA_GPR,15.97979,15.62969,19.03124,4.34123,57.92472,4.08197,1849.56342,0.84696,0.91714,15.53959
Type07,250,PCA_KRR,10.87785,10.79509,9.39632,2.18882,28.78803,1.53054,701.04660,0.91053,0.95317,10.63127
Type07,250,PCA_LINEAR,11.15987,11.07239,10.06846,2.23684,30.52497,1.96336,889.86932,0.90839,0.95199,10.90257
Type07,250,PCA_SVR,12.26137,11.95510,10.95593,2.75116,31.01758,1.23200,483.01722,0.89739,0.94592,11.79749
Type07,250,PURE_GPR,11.75185,11.45791,10.45797,2.38298,31.85415,2.03843,973.21676,0.91298,0.95451,11.28706
Type07,250,PURE_KRR,11.13572,11.04427,9.67625,2.32309,29.63503,1.67830,778.37816,0.90803,0.95180,10.88320
Type07,250,PURE_SVR,11.34958,11.22619,10.04424,2.48142,30.62098,1.38501,652.98177,0.90573,0.95053,11.06736
Type07,250,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type07,270,PCA_GPR,6.79023,6.23384,3.95695,1.51419,3.30063,1.29372,517.38188,0.93243,0.96503,6.02936
Type07,270,PCA_KRR,11.71880,11.59007,10.80178,2.43311,31.89710,1.31439,801.16809,0.90579,0.95056,11.41047
Type07,270,PCA_LINEAR,11.56391,11.47343,10.45703,2.39537,30.79988,1.19457,762.32413,0.90614,0.95076,11.30304
Type07,270,PCA_SVR,11.74433,11.65366,12.20875,2.73942,31.15928,0.79363,378.18205,0.89841,0.94649,11.51088
Type07,270,PURE_GPR,10.69297,10.60576,9.62088,2.50581,30.33956,1.55797,970.49775,0.91592,0.95612,10.47905
Type07,270,PURE_KRR,11.94726,11.80220,10.92514,2.73051,33.94003,2.00545,1013.88323,0.90432,0.94976,11.65131
Type07,270,PURE_SVR,11.97981,11.88454,11.03549,2.73940,35.38554,2.30365,1214.82117,0.90715,0.95131,11.74803
Type07,270,RATIO_CTRL,1.71017,1.62173,2.38193,0.78995,3.07136,1.36252,381.07682,0.96286,0.98108,1.61563
Type07,280,PCA_GPR,6.90302,6.12431,11.90270,2.94020,38.55720,3.69438,1555.11102,0.89669,0.94553,6.05272
Type07,280,PCA_KRR,11.80525,11.28330,7.73474,2.56816,19.62480,1.13151,1000.30567,0.90836,0.95198,11.01188
Type07,280,PCA_LINEAR,11.94597,11.81592,10.17414,2.60263,28.88267,1.37528,910.68583,0.90469,0.94996,11.66481
Type07,280,PCA_SVR,9.16249,8.51303,12.06321,4.11509,2.88920,6.69492,1895.93592,0.86023,0.92487,8.24161
Type07,280,PURE_GPR,13.99573,13.20824,11.21070,3.12524,32.72336,1.61715,1413.78637,0.89797,0.94624,12.94213
Type07,280,PURE_KRR,11.82351,11.37310,8.12768,2.56593,23.28314,1.57033,1151.55479,0.91416,0.95515,11.17480
Type07,280,PURE_SVR,13.99831,13.28174,11.10617,3.11094,32.29395,1.61983,1382.97627,0.89688,0.94564,13.02860
Type07,280,RATIO_CTRL,3.07411,2.76280,5.36086,1.85116,2.47279,2.59873,814.13028,0.93538,0.96661,2.65477
