Type,size,Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Area_Error,IoU,Dice,EMD
Type04,235,PURE_SVR,5.51077,5.17250,2.57998,0.75297,1.17251,0.84063,199.60816,0.96632,0.98287,5.00572
Type04,235,RATIO_CTRL,2.13197,1.90188,3.29732,0.97782,3.66749,1.87425,258.08616,0.96479,0.98208,1.76450
Type04,240,PCA_GPR,13.49824,12.88669,15.93991,3.50321,52.26293,4.90826,1927.96971,0.87740,0.93470,12.76322
Type04,240,PCA_KRR,5.35935,4.91312,2.30491,1.13682,1.48693,0.77114,158.77470,0.95091,0.97484,4.84452
Type04,240,PCA_LINEAR,5.24124,4.82866,2.51235,1.05449,3.09011,0.99145,222.27905,0.95331,0.97609,4.75772
Type04,240,PCA_SVR,5.51442,4.97549,2.80478,1.31569,1.78857,0.62452,75.73696,0.94407,0.97123,4.91392
Type04,240,PURE_GPR,4.62104,4.24458,2.17826,1.09549,0.46937,0.50407,118.79233,0.95817,0.97864,4.17779
Type04,240,PURE_KRR,5.14206,4.70725,2.22204,1.11415,0.67293,0.56416,77.10730,0.95842,0.97877,4.61810
Type04,240,PURE_SVR,5.27406,4.82041,2.43888,1.16454,0.92010,0.69991,37.89285,0.95669,0.97787,4.72492
Type04,240,RATIO_CTRL,1.88063,1.71500,3.43163,1.20763,6.16506,2.51058,611.28774,0.95317,0.97603,1.70784
Type04,245,PCA_GPR,10.97355,10.69896,11.70016,2.46865,34.78468,2.07268,1349.22210,0.91134,0.95361,10.51855
Type04,245,PCA_KRR,5.97734,5.59996,3.06935,1.28740,0.63793,0.90573,184.50668,0.94715,0.97286,5.50819
Type04,245,PCA_LINEAR,5.78469,5.41732,3.01986,1.09791,1.92388,0.54317,200.19253,0.95952,0.97934,5.31128
Type04,245,PCA_SVR,5.93635,5.50806,3.09994,1.35485,1.16033,1.03470,93.74659,0.94429,0.97135,5.42280
Type04,245,PURE_GPR,5.07678,4.71066,2.91057,1.24965,1.58466,1.30779,53.69243,0.94448,0.97145,4.62718
Type04,245,PURE_KRR,5.59084,5.22996,3.13882,1.29285,0.06571,1.29968,118.14120,0.94290,0.97061,5.13114
Type04,245,PURE_SVR,5.61181,5.25774,3.06076,1.29640,0.39689,1.17606,134.99526,0.94265,0.97048,5.15675
Type04,245,RATIO_CTRL,2.20656,1.88596,4.60745,1.35917,5.44257,1.48633,714.63407,0.94882,0.97374,1.87806
Type04,250,PCA_GPR,8.81355,8.06730,5.94753,2.33207,15.45167,1.07191,275.46987,0.91818,0.95734,7.97044
Type04,250,PCA_KRR,6.96495,6.13120,4.70747,2.30719,1.90065,2.80656,279.19564,0.91687,0.95663,5.81817
Type04,250,PCA_LINEAR,6.84720,5.95259,4.35565,2.05921,1.06899,2.39290,306.82143,0.92551,0.96131,5.59352
Type04,250,PCA_SVR,6.47024,5.73728,4.83822,2.20414,2.24832,2.95367,178.68644,0.92197,0.95940,5.46566
Type04,250,PURE_GPR,6.34396,5.61456,4.82090,2.21388,4.02017,3.28177,453.08626,0.91868,0.95761,5.03644
Type04,250,PURE_KRR,6.32410,5.61170,4.71941,2.19658,2.94386,3.42777,339.87417,0.92066,0.95869,5.18379
Type04,250,PURE_SVR,6.10930,5.43654,4.67003,2.13526,2.75957,3.37591,274.89362,0.92466,0.96086,5.06319
Type04,250,RATIO_CTRL,1.97774,1.75593,3.59584,1.12068,2.86608,0.10932,337.11654,0.95904,0.97909,1.74783
Type04,260,PCA_GPR,6.09245,5.36043,4.30431,1.52012,11.57046,1.07698,202.03692,0.93781,0.96791,4.18849
Type04,260,PCA_KRR,7.29436,6.12642,3.00300,1.25832,4.59693,0.06039,397.62761,0.94395,0.97117,5.74322
Type04,260,PCA_LINEAR,7.39419,6.06891,3.36509,1.09936,4.66432,0.20809,379.28359,0.95075,0.97476,5.65903
Type04,260,PCA_SVR,6.73587,5.76735,3.10508,1.27844,5.64854,0.00766,562.01238,0.94513,0.97179,5.48008
Type04,260,PURE_GPR,7.18348,5.83677,3.37968,1.33400,4.42146,0.78803,282.07338,0.93517,0.96650,5.21099
Type04,260,PURE_KRR,6.37314,5.28692,3.22139,1.35425,1.70823,1.12609,247.66201,0.93512,0.96647,4.53140
Type04,260,PURE_SVR,6.05779,5.05148,3.47715,1.39261,0.60543,1.20399,278.71960,0.93471,0.96625,4.34469
Type04,260,RATIO_CTRL,3.35276,3.07506,6.04532,2.08462,9.35640,3.79598,1294.40451,0.92773,0.96251,2.87062
Type04,265,PCA_GPR,5.85598,5.10911,9.58130,2.33679,28.79361,1.43793,1051.30703,0.91914,0.95787,4.43889
Type04,265,PCA_KRR,7.29501,6.23233,4.15957,1.03012,4.55955,1.08202,123.90174,0.95674,0.97789,6.06642
Type04,265,PCA_LINEAR,7.25477,6.14466,4.30861,0.96481,3.85402,1.14492,126.89670,0.96203,0.98065,5.95723
Type04,265,PCA_SVR,7.51836,6.48552,4.57280,1.04516,7.52406,1.35684,240.50004,0.95630,0.97766,6.32235
Type04,265,PURE_GPR,6.99944,5.78396,4.39066,1.39007,4.30689,0.10844,32.30073,0.93896,0.96852,5.53350
Type04,265,PURE_KRR,6.26118,5.13250,3.59730,1.34807,1.03550,0.12966,93.70135,0.94033,0.96925,4.74381
Type04,265,PURE_SVR,6.13322,5.03672,3.45726,1.34905,0.23551,0.23014,121.47306,0.94000,0.96907,4.62416
Type04,265,RATIO_CTRL,3.70744,3.20789,7.63995,2.40469,8.88957,5.24207,1183.70441,0.92579,0.96147,3.19435
Type04,270,PCA_GPR,7.32712,6.18902,14.15322,3.43938,44.33807,3.45876,1473.75732,0.88376,0.93829,6.05967
Type04,270,PCA_KRR,7.45476,6.54229,3.40052,0.87977,6.26032,0.54936,305.07234,0.96001,0.97960,6.25900
Type04,270,PCA_LINEAR,7.24759,6.35963,3.24665,0.86032,4.74343,0.40699,311.36155,0.96176,0.98051,6.06478
Type04,270,PCA_SVR,8.31507,7.35650,4.37763,1.02895,11.17216,0.98615,419.40545,0.95334,0.97611,7.11398
Type04,270,PURE_GPR,6.63238,5.61383,3.32943,1.32251,4.52778,0.75585,173.20504,0.93825,0.96814,5.23942
Type04,270,PURE_KRR,6.29865,5.23830,2.95072,1.23595,2.80579,0.77768,45.46829,0.94043,0.96930,4.73485
Type04,270,PURE_SVR,6.39920,5.31607,2.86178,1.20725,2.10013,0.85948,17.52781,0.93997,0.96906,4.75294
Type04,270,RATIO_CTRL,3.79216,3.09249,6.83059,2.56170,10.10086,5.04940,1513.91960,0.91882,0.95769,3.08061
Type04,280,PCA_GPR,12.40004,10.48674,24.19800,5.78219,77.31135,5.71467,2958.60728,0.82277,0.90277,10.51380
Type04,280,PCA_KRR,7.22650,6.17924,3.31139,0.82168,2.97920,0.75662,28.09702,0.96611,0.98276,5.86473
Type04,280,PCA_LINEAR,7.54910,6.50113,3.50331,0.83022,4.69872,0.73195,70.51221,0.96459,0.98198,6.24294
Type04,280,PCA_SVR,6.64287,5.68147,2.48732,0.78993,1.47563,0.37645,111.19651,0.96765,0.98356,5.25619
Type04,280,PURE_GPR,5.70655,4.60821,3.71813,1.27884,3.16909,1.06236,376.16709,0.94268,0.97050,3.76638
Type04,280,PURE_KRR,6.10656,4.89209,3.45491,1.27783,1.12608,0.76182,185.86121,0.94322,0.97078,4.28165
Type04,280,PURE_SVR,6.14817,4.94093,3.63845,1.29034,2.02000,0.79588,164.13972,0.94171,0.96998,4.38969
Type04,280,RATIO_CTRL,4.47322,3.81431,7.80147,2.93016,10.63984,6.40692,1576.76127,0.91264,0.95433,3.79905
Type05,240,PCA_GPR,12.29859,12.03041,13.93616,3.20413,42.63380,2.98728,1255.65913,0.87117,0.93115,11.92271
Type05,240,PCA_KRR,5.70385,5.36287,1.05501,0.40577,0.54764,0.13178,44.38394,0.97874,0.98925,5.09448
Type05,240,PCA_LINEAR,5.50613,5.11177,1.61429,0.65133,1.09254,0.31233,169.61547,0.96305,0.98118,4.76987
Type05,240,PCA_SVR,5.91773,5.57287,1.40101,0.38701,2.42203,0.14766,50.83670,0.97751,0.98863,5.26495
Type05,240,PURE_GPR,9.35486,9.04249,4.43392,1.15742,11.46385,0.82648,213.23807,0.93936,0.96873,8.71161
Type05,240,PURE_KRR,5.65117,5.29632,1.00159,0.37214,0.07902,0.00517,29.12748,0.98046,0.99013,5.01645
Type05,240,PURE_SVR,5.41320,5.06965,0.78785,0.23091,0.56604,0.06804,93.66931,0.98444,0.99216,4.71276
Type05,240,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type05,260,PCA_GPR,5.51124,4.96504,3.55589,1.49828,2.54200,1.53116,123.12986,0.93483,0.96632,4.83340
Type05,260,PCA_KRR,6.45057,5.46086,5.15031,1.62283,2.90993,1.49393,198.41862,0.93150,0.96454,5.18506
Type05,260,PCA_LINEAR,5.83723,5.31865,3.29011,1.44030,1.13375,1.80748,0.40900,0.93670,0.96732,5.18247
Type05,260,PCA_SVR,7.23530,6.29828,4.27595,2.11238,2.36349,2.06887,215.60145,0.90945,0.95258,4.98893
Type05,260,PURE_GPR,7.93266,6.46979,5.89477,1.83856,3.44522,2.20791,71.25073,0.91557,0.95593,5.68845
Type05,260,PURE_KRR,6.59147,5.57972,6.53649,1.84036,4.95288,2.18416,52.13411,0.92360,0.96028,5.33061
Type05,260,PURE_SVR,6.26626,5.48931,7.08662,1.77565,6.49247,2.25880,27.63565,0.93751,0.96775,5.40568
Type05,260,RATIO_CTRL,3.04315,2.70591,4.64518,2.10313,5.26194,4.39055,647.30344,0.92102,0.95889,2.69300
Type05,280,PCA_GPR,10.98129,9.42739,21.82791,5.49784,68.52651,4.22517,2512.95452,0.81170,0.89607,9.46948
Type05,280,PCA_KRR,8.03734,6.77066,4.05927,1.45552,9.80782,0.76042,19.72220,0.93304,0.96536,4.98056
Type05,280,PCA_LINEAR,6.12255,5.62848,3.11957,1.10847,1.13070,0.82156,194.89794,0.95099,0.97488,5.48297
Type05,280,PCA_SVR,8.13722,7.57163,10.96278,5.14996,28.72316,2.51971,779.04301,0.81779,0.89976,6.78347
Type05,280,PURE_GPR,10.41333,9.22157,10.29551,2.46563,3.88628,1.42256,293.03521,0.90252,0.94877,6.46341
Type05,280,PURE_KRR,8.48586,7.59922,9.41427,2.72196,6.17630,0.96382,35.35933,0.89407,0.94407,5.56182
Type05,280,PURE_SVR,10.35901,9.13063,10.29558,2.47277,3.41041,1.37828,262.81311,0.90137,0.94813,6.60821
Type05,280,RATIO_CTRL,4.51221,3.97565,6.45185,2.56413,6.03219,5.70495,1000.88281,0.91007,0.95292,3.35937
Type06,230,PCA_GPR,9.79537,9.65827,10.22417,2.33152,30.19250,2.08960,965.35709,0.91033,0.95306,9.51562
Type06,230,PCA_KRR,5.01608,4.75439,0.93533,0.26247,0.51304,0.01779,2.75772,0.98663,0.99327,4.48800
Type06,230,PCA_LINEAR,4.89600,4.49886,1.16319,0.41647,0.22212,0.02073,181.72256,0.97893,0.98935,4.17176
Type06,230,PCA_SVR,5.43426,5.24704,1.69537,0.38800,3.46552,0.15324,65.58932,0.97955,0.98967,5.01790
Type06,230,PURE_GPR,6.26662,6.11492,3.08572,0.77810,7.71786,0.59177,233.30076,0.96514,0.98226,5.88108
Type06,230,PURE_KRR,4.97606,4.71678,0.89837,0.24359,0.23525,0.04491,29.36817,0.98564,0.99277,4.46224
Type06,230,PURE_SVR,4.72247,4.47861,0.65605,0.15816,0.38091,0.03482,86.36781,0.98909,0.99451,4.25118
Type06,230,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type06,240,PCA_GPR,9.66101,9.41346,16.76026,3.46325,38.95026,3.98490,1472.23290,0.87121,0.93117,9.19779
Type06,240,PCA_KRR,4.34483,3.96397,2.76685,0.95227,2.43735,0.23695,119.23102,0.95665,0.97785,3.75475
Type06,240,PCA_LINEAR,4.50710,4.10401,2.74942,0.82672,0.30727,0.16930,268.73002,0.96596,0.98269,3.89123
Type06,240,PCA_SVR,4.04423,3.70435,3.33901,1.11091,4.18215,0.45770,103.93868,0.95176,0.97528,3.50528
Type06,240,PURE_GPR,4.14545,3.76506,2.62450,0.84409,1.58949,0.07237,281.81330,0.96334,0.98133,3.52574
Type06,240,PURE_KRR,4.33981,3.99032,2.86178,0.99892,1.01921,0.32909,247.58010,0.96158,0.98041,3.85740
Type06,240,PURE_SVR,4.70421,4.35887,2.67689,0.95110,0.25381,0.49076,237.16505,0.96420,0.98177,4.19220
Type06,240,RATIO_CTRL,3.27923,2.87742,2.70941,1.00580,2.31905,1.49933,402.95906,0.96137,0.98030,1.95923
Type06,250,PCA_GPR,6.39599,6.25470,3.46948,1.05048,5.85575,0.53171,168.96301,0.95506,0.97701,6.08223
Type06,250,PCA_KRR,5.08964,4.82473,1.95296,0.63723,1.80194,0.08174,59.94419,0.97267,0.98614,4.67238
Type06,250,PCA_LINEAR,5.16875,4.89167,1.90690,0.65923,2.13322,0.12619,161.21753,0.97024,0.98490,4.73091
Type06,250,PCA_SVR,5.44131,5.22585,2.40776,0.52566,1.33015,0.06979,30.07086,0.97170,0.98565,5.02409
Type06,250,PURE_GPR,4.83680,4.54146,2.13793,0.74459,2.18462,0.13396,86.64895,0.96409,0.98172,4.45086
Type06,250,PURE_KRR,5.18629,4.93034,2.10430,0.71030,0.25531,0.05417,93.14388,0.97200,0.98580,4.80827
Type06,250,PURE_SVR,5.31290,5.02097,1.89970,0.66081,0.27236,0.11064,140.86843,0.97111,0.98534,4.88020
Type06,250,RATIO_CTRL,2.02326,1.95018,2.68274,1.35112,2.81828,2.50599,314.83497,0.95300,0.97594,1.94231
Type06,270,PCA_GPR,5.01128,4.41234,5.93380,1.47542,18.38883,2.12558,438.26278,0.93670,0.96731,4.33084
Type06,270,PCA_KRR,6.38858,5.73279,4.30046,1.12673,3.08104,1.08560,116.12286,0.94621,0.97236,5.55775
Type06,270,PCA_LINEAR,6.44966,5.65201,4.11824,1.14971,5.21932,1.14271,117.58316,0.93529,0.96657,5.45775
Type06,270,PCA_SVR,6.36374,5.96628,4.41137,1.22391,0.89287,0.78375,283.21226,0.95060,0.97468,5.79171
Type06,270,PURE_GPR,6.86333,6.04464,4.40804,1.24719,0.72010,0.78856,307.28445,0.95185,0.97533,5.86832
Type06,270,PURE_KRR,6.43736,5.80081,4.59504,1.25015,0.49507,0.81558,488.63844,0.94266,0.97048,5.63538
Type06,270,PURE_SVR,6.63939,6.06187,4.87615,1.10370,1.37481,0.79738,313.37912,0.95655,0.97779,5.80382
Type06,270,RATIO_CTRL,4.30359,4.12238,5.17506,2.21839,4.17729,4.06447,1119.73157,0.92525,0.96117,2.68455
Type06,280,PCA_GPR,7.79096,6.89083,9.88876,2.24733,36.95913,3.77150,1981.15319,0.88092,0.93669,4.29817
Type06,280,PCA_KRR,7.74912,6.48548,4.72550,1.24963,13.21732,1.95405,1243.60531,0.90688,0.95116,4.59157
Type06,280,PCA_LINEAR,6.87100,5.55745,3.92034,1.23120,7.87798,1.89304,513.62831,0.93206,0.96483,4.77821
Type06,280,PCA_SVR,8.51626,7.45866,5.04999,1.18760,17.02894,2.25885,1560.97782,0.89628,0.94530,4.13702
Type06,280,PURE_GPR,6.76725,5.75242,4.98932,1.34759,14.39994,2.31319,658.59578,0.94381,0.97109,4.03268
Type06,280,PURE_KRR,8.28888,6.76779,4.10944,1.24077,9.10837,1.85574,816.96736,0.92566,0.96139,5.04993
Type06,280,PURE_SVR,9.19778,7.75320,3.62939,1.21113,9.18163,1.84124,931.23305,0.91800,0.95725,6.88042
Type06,280,RATIO_CTRL,5.43621,5.13866,5.04324,2.27200,3.65192,4.60518,1143.12548,0.93010,0.96378,2.99317
Type07,250,PCA_GPR,14.81917,14.40472,19.06595,4.20146,57.17802,4.11310,1838.42988,0.85039,0.91915,14.34507
Type07,250,PCA_KRR,10.04502,9.94823,9.52938,2.21165,29.25463,1.60307,728.24425,0.90931,0.95250,9.82786
Type07,250,PCA_LINEAR,10.32701,10.21824,10.17386,2.22428,30.91962,2.00158,916.51214,0.90864,0.95213,10.08916
Type07,250,PCA_SVR,11.00250,10.67626,10.49764,2.67476,30.44510,1.33180,501.01674,0.90034,0.94756,10.56637
Type07,250,PURE_GPR,10.91099,10.55475,10.63441,2.41549,32.48799,2.16795,998.98367,0.91276,0.95439,10.41451
Type07,250,PURE_KRR,10.24396,10.13829,9.73917,2.33840,29.76584,1.79344,762.74589,0.90483,0.95004,10.02170
Type07,250,PURE_SVR,10.46087,10.31774,10.12324,2.50259,31.24398,1.53295,687.76332,0.90490,0.95007,10.20252
Type07,250,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type07,270,PCA_GPR,5.78130,5.29083,3.79870,1.44247,1.35078,0.97668,506.89725,0.93687,0.96740,5.14190
Type07,270,PCA_KRR,10.71380,10.56055,10.46488,2.44146,31.67747,1.34053,802.59633,0.90688,0.95117,10.41209
Type07,270,PCA_LINEAR,10.55789,10.45518,10.18874,2.40519,30.54792,1.21669,763.70055,0.90700,0.95123,10.31845
Type07,270,PCA_SVR,10.66287,10.56198,11.68171,2.75005,31.34893,0.85135,419.05191,0.90043,0.94761,10.44380
Type07,270,PURE_GPR,9.62593,9.53937,9.26328,2.51288,29.32026,1.75434,845.05116,0.91193,0.95394,9.43980
Type07,270,PURE_KRR,10.91870,10.75598,10.54321,2.74885,32.97491,2.22742,867.26782,0.89778,0.94614,10.64332
Type07,270,PURE_SVR,10.83061,10.72541,10.57740,2.74858,34.22143,2.54495,1090.20190,0.90289,0.94897,10.62074
Type07,270,RATIO_CTRL,1.74820,1.64349,2.54315,0.81350,2.60021,1.36151,349.83001,0.96202,0.98064,1.63563
Type07,280,PCA_GPR,6.51652,5.74693,12.20597,2.94199,38.60160,3.66362,1562.95654,0.89743,0.94594,5.69166
Type07,280,PCA_KRR,10.06252,9.55430,6.88917,2.45001,18.98499,1.17557,998.79207,0.91135,0.95362,9.30752
Type07,280,PCA_LINEAR,10.51579,10.37788,9.79687,2.52783,28.63587,1.38995,907.91500,0.90852,0.95207,10.26784
Type07,280,PCA_SVR,8.34330,7.75787,12.00769,4.12485,3.22251,6.94957,1850.11556,0.85597,0.92240,7.45910
Type07,280,PURE_GPR,12.16650,11.36633,10.18706,2.92996,31.10867,1.89702,1217.96857,0.89655,0.94545,11.09730
Type07,280,PURE_KRR,10.09139,9.66448,8.39928,2.44963,21.88161,1.86129,962.25317,0.91029,0.95304,9.49142
Type07,280,PURE_SVR,12.23761,11.51724,10.19074,2.92711,30.67810,1.90074,1188.08375,0.89721,0.94582,11.26620
Type07,280,RATIO_CTRL,3.14953,2.88325,5.47660,1.90438,2.09334,2.59719,775.47912,0.93441,0.96609,2.65462
