Type,size,Model,RMSE,MAE,Hausdorff_max,Chamfer_mean,Length_Error,Width_Error,Area_Error,IoU,Dice,EMD
Type04,235,PURE_SVR,10.12349,9.34343,1.99568,0.80070,3.71582,0.07504,213.12277,0.95896,0.97905,9.06294
Type04,235,RATIO_CTRL,2.19624,1.96273,3.41696,1.03516,2.84261,1.90959,205.75564,0.96009,0.97964,1.82371
Type04,240,PCA_GPR,16.98113,16.59442,15.28792,3.34034,47.28509,4.26552,1644.96871,0.87738,0.93468,16.32818
Type04,240,PCA_KRR,9.36095,8.59088,2.35385,1.23903,3.14203,0.19843,115.01831,0.94005,0.96910,8.41342
Type04,240,PCA_LINEAR,9.42855,8.68328,2.30476,1.07479,1.50496,0.41269,47.26768,0.94547,0.97197,8.48168
Type04,240,PCA_SVR,9.13541,8.29973,3.05661,1.63242,7.90959,0.09253,383.38337,0.92738,0.96232,8.14440
Type04,240,PURE_GPR,8.75272,8.03960,2.30307,1.15791,2.19878,0.14224,78.91418,0.95827,0.97869,7.86697
Type04,240,PURE_KRR,9.05953,8.29438,2.42582,1.25419,1.94185,0.14483,39.78417,0.95475,0.97685,8.12346
Type04,240,PURE_SVR,9.39679,8.66446,2.52288,1.30267,1.92703,0.09677,33.08629,0.95185,0.97533,8.47714
Type04,240,RATIO_CTRL,1.96008,1.78817,3.51527,1.25457,4.34608,2.58312,443.68900,0.94474,0.97158,1.78797
Type04,245,PCA_GPR,15.00360,14.69010,11.14508,2.39095,30.99090,1.71196,1140.84545,0.90254,0.94877,14.36837
Type04,245,PCA_KRR,10.24700,9.43374,3.45637,1.44852,3.00237,1.18884,17.96256,0.93994,0.96904,9.23733
Type04,245,PCA_LINEAR,10.27734,9.47809,2.59505,1.15952,1.60655,0.86115,0.89069,0.95555,0.97727,9.25014
Type04,245,PCA_SVR,10.13853,9.28221,3.53113,1.57029,4.68185,1.31040,105.84259,0.93256,0.96510,9.09921
Type04,245,PURE_GPR,9.40872,8.61203,3.24034,1.37174,2.56071,1.69626,189.36097,0.94233,0.97031,8.43078
Type04,245,PURE_KRR,9.75305,8.95968,3.58838,1.44740,0.92116,1.71199,260.02935,0.93941,0.96876,8.77589
Type04,245,PURE_SVR,9.97809,9.21461,3.61928,1.45037,0.73981,1.66994,288.26820,0.93739,0.96768,9.02229
Type04,245,RATIO_CTRL,2.21729,1.88281,4.86238,1.34958,4.80220,1.84177,615.27015,0.95201,0.97542,1.87728
Type04,250,PCA_GPR,12.82816,11.88820,6.20586,2.37638,11.71371,1.79714,60.46545,0.91075,0.95329,11.66897
Type04,250,PCA_KRR,10.87665,9.75016,5.33431,2.66199,5.65273,3.45671,486.53005,0.89444,0.94428,9.45657
Type04,250,PCA_LINEAR,10.88401,9.68830,4.85519,2.26234,4.67092,3.09581,517.22119,0.90800,0.95178,9.34581
Type04,250,PCA_SVR,10.77120,9.73077,5.25761,2.45269,3.85052,3.39257,332.61198,0.90356,0.94933,9.48990
Type04,250,PURE_GPR,10.10111,8.96437,5.22798,2.61022,4.27294,4.05699,208.63715,0.91201,0.95398,8.62174
Type04,250,PURE_KRR,10.11992,9.04947,5.33684,2.58916,3.24024,4.17293,99.86263,0.91231,0.95415,8.74548
Type04,250,PURE_SVR,10.00671,8.98958,5.42107,2.51265,3.41760,4.17080,56.96725,0.91277,0.95440,8.70901
Type04,250,RATIO_CTRL,1.99788,1.77900,3.60228,1.14740,2.27609,0.12185,224.60294,0.94796,0.97329,1.77353
Type04,260,PCA_GPR,9.86867,8.53653,4.91537,1.76547,15.81624,1.77510,452.39894,0.92320,0.96007,7.98889
Type04,260,PCA_KRR,11.31123,9.97142,3.27494,1.29604,0.11139,0.70954,169.85492,0.93669,0.96731,9.60137
Type04,260,PCA_LINEAR,11.41345,9.92271,2.42988,1.14855,0.27819,0.51022,124.31364,0.94108,0.96965,9.49491
Type04,260,PCA_SVR,11.42326,10.29069,3.15166,1.33681,4.08260,0.39349,423.11479,0.93489,0.96635,9.98269
Type04,260,PURE_GPR,10.90030,9.43518,3.27167,1.35006,5.11899,1.55295,744.33903,0.92917,0.96328,8.94859
Type04,260,PURE_KRR,10.22011,8.91421,3.49702,1.36659,2.08445,1.80610,693.91982,0.93015,0.96381,8.45529
Type04,260,PURE_SVR,9.96471,8.65159,3.62764,1.39226,0.82084,1.87259,685.61723,0.93150,0.96454,8.21528
Type04,260,RATIO_CTRL,3.36617,3.07877,5.94153,2.09191,8.24769,3.80139,1133.09250,0.91796,0.95723,2.86971
Type04,265,PCA_GPR,9.02639,7.99270,10.14862,2.70523,32.09422,2.00300,1167.08427,0.90115,0.94801,7.41406
Type04,265,PCA_KRR,11.52356,10.31189,3.10172,1.10281,0.91825,0.51950,33.42118,0.94281,0.97056,10.02315
Type04,265,PCA_LINEAR,11.45868,10.17319,3.26438,1.02815,0.26489,0.53968,1.76960,0.94788,0.97324,9.88225
Type04,265,PCA_SVR,12.01052,10.89542,3.75194,1.06341,5.34735,0.91488,206.97242,0.94479,0.97161,10.59555
Type04,265,PURE_GPR,10.98345,9.72094,3.14278,1.32565,6.54907,0.54624,753.70880,0.92730,0.96228,9.43334
Type04,265,PURE_KRR,10.31558,9.11627,2.94177,1.26509,3.06495,0.72080,627.89403,0.92847,0.96291,8.79493
Type04,265,PURE_SVR,10.15864,8.92504,3.02725,1.26671,1.89988,0.79012,589.39266,0.92946,0.96344,8.59903
Type04,265,RATIO_CTRL,3.66529,3.15264,7.71368,2.37791,8.72059,5.38206,1150.05885,0.91189,0.95392,3.13850
Type04,270,PCA_GPR,9.34213,8.35622,14.86886,3.91440,49.07104,4.11730,1716.26879,0.86450,0.92733,7.87344
Type04,270,PCA_KRR,11.66451,10.52725,2.14030,0.88967,1.07066,0.15758,78.72097,0.95301,0.97594,10.10953
Type04,270,PCA_LINEAR,11.43853,10.29105,2.10206,0.89300,0.43232,0.30915,54.66695,0.95390,0.97641,9.85193
Type04,270,PCA_SVR,12.40346,11.27889,2.92322,0.98772,5.99650,0.27301,207.34325,0.94960,0.97415,10.89439
Type04,270,PURE_GPR,10.71291,9.57806,2.57363,1.20357,5.73457,1.53623,881.54705,0.93006,0.96376,9.14653
Type04,270,PURE_KRR,10.36680,9.22347,2.04630,1.11460,4.08164,1.52830,780.50400,0.93234,0.96498,8.75799
Type04,270,PURE_SVR,10.38112,9.20225,2.01276,1.10081,3.64673,1.56394,742.23072,0.93215,0.96488,8.71622
Type04,270,RATIO_CTRL,3.66976,3.01697,6.65708,2.52941,8.49408,5.08013,1346.48854,0.91088,0.95336,3.00607
Type04,280,PCA_GPR,12.52172,10.73609,24.82731,6.08381,81.76874,6.39905,3150.73801,0.80625,0.89274,10.63860
Type04,280,PCA_KRR,11.52931,10.22400,2.34856,0.88523,2.15264,0.06202,210.67808,0.95396,0.97644,9.82487
Type04,280,PCA_LINEAR,11.75674,10.48581,2.24583,0.82289,0.52684,0.04623,145.73770,0.95566,0.97733,10.12719
Type04,280,PCA_SVR,10.97887,9.72512,3.20803,0.91119,6.64850,0.44184,358.25029,0.95325,0.97606,9.28095
Type04,280,PURE_GPR,9.70037,8.48341,4.35137,1.26241,1.73217,2.00144,551.57040,0.91832,0.95742,7.95396
Type04,280,PURE_KRR,10.26230,8.97728,3.57209,1.28794,3.59346,1.67477,796.28019,0.91638,0.95637,8.52198
Type04,280,PURE_SVR,10.38662,9.12006,3.32750,1.30710,4.68511,1.59421,853.74945,0.91499,0.95561,8.69239
Type04,280,RATIO_CTRL,4.61524,3.96344,7.97604,3.07205,9.29774,6.40963,1445.21449,0.89668,0.94553,3.94901
Type05,240,PCA_GPR,18.25217,18.06735,16.90461,3.81306,49.21230,2.60321,1504.47088,0.85824,0.92371,17.82032
Type05,240,PCA_KRR,10.43443,9.73237,1.80802,0.54235,2.63609,0.92370,49.90253,0.97475,0.98721,9.31272
Type05,240,PCA_LINEAR,10.18354,9.41682,1.95606,0.73563,4.34985,1.42198,261.28804,0.95747,0.97827,9.02294
Type05,240,PCA_SVR,10.67200,10.01538,1.58582,0.50599,0.44551,0.86578,43.36732,0.97121,0.98540,9.56465
Type05,240,PURE_GPR,14.22611,13.63708,5.06566,1.26447,8.87852,0.08724,46.81457,0.92893,0.96316,13.17927
Type05,240,PURE_KRR,10.37076,9.65525,1.74367,0.53154,3.27941,1.05351,64.98966,0.97504,0.98736,9.23787
Type05,240,PURE_SVR,9.74977,9.08997,1.64261,0.41547,4.07900,1.20553,183.64285,0.97744,0.98859,8.67098
Type05,240,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type05,260,PCA_GPR,10.34586,9.44532,3.38184,1.48900,4.08687,0.54367,110.12918,0.93624,0.96707,9.20228
Type05,260,PCA_KRR,11.05173,9.91912,5.01347,1.60774,1.56100,0.44684,174.18913,0.93429,0.96603,9.62498
Type05,260,PCA_LINEAR,10.73659,9.89844,3.32652,1.37655,0.39437,0.82078,15.54905,0.94055,0.96937,9.63059
Type05,260,PCA_SVR,11.13758,9.61547,4.30180,1.91037,0.52968,1.23077,237.67848,0.92210,0.95947,9.18754
Type05,260,PURE_GPR,12.12600,10.57145,5.70579,1.79952,2.61491,0.92251,232.01508,0.93269,0.96517,10.28020
Type05,260,PURE_KRR,11.34014,10.15497,6.29566,1.80800,4.29491,0.76115,174.45865,0.92688,0.96205,9.91223
Type05,260,PURE_SVR,11.48046,10.43013,6.53116,1.71976,4.49781,1.02005,99.14068,0.93237,0.96500,10.17159
Type05,260,RATIO_CTRL,2.85419,2.55238,4.22696,2.03177,6.82012,4.53861,706.71854,0.92053,0.95862,2.54587
Type05,280,PCA_GPR,11.47303,10.32219,22.17894,5.94249,71.54056,5.12675,2539.47972,0.80624,0.89273,10.24949
Type05,280,PCA_KRR,12.59483,10.56141,4.58939,1.49507,13.30386,0.01376,1.71844,0.93817,0.96810,9.37979
Type05,280,PCA_LINEAR,11.50722,10.58487,3.04546,1.25339,4.07647,0.05796,163.42203,0.94918,0.97393,10.20688
Type05,280,PCA_SVR,11.31630,10.43702,11.20710,5.17373,29.90097,1.95826,938.27776,0.83163,0.90807,9.27114
Type05,280,PURE_GPR,14.58601,12.42876,7.67875,2.23961,0.27341,0.20438,635.46766,0.91308,0.95457,10.69996
Type05,280,PURE_KRR,12.73549,11.04843,6.93110,2.64081,9.39818,0.54956,383.17021,0.90106,0.94796,9.80809
Type05,280,PURE_SVR,14.56828,12.43069,7.68440,2.24803,0.75293,0.22715,596.99222,0.91390,0.95501,10.84345
Type05,280,RATIO_CTRL,4.27596,3.79770,5.90531,2.45752,6.08888,5.94341,1020.31114,0.91547,0.95587,3.18122
Type06,230,PCA_GPR,24.11834,23.50526,27.45202,6.23556,82.00564,5.35844,2854.40634,0.79084,0.88321,23.31328
Type06,230,PCA_KRR,9.81441,9.19436,1.32743,0.39658,1.48703,0.49841,109.76724,0.97057,0.98507,8.78821
Type06,230,PCA_LINEAR,9.35510,8.68142,1.39063,0.50759,3.83226,0.48528,61.68318,0.97763,0.98869,8.34195
Type06,230,PCA_SVR,10.17942,9.62015,1.71085,0.43691,0.85936,0.41258,55.81395,0.96980,0.98467,9.21127
Type06,230,PURE_GPR,10.90294,10.45165,3.34956,0.80708,5.71958,0.06417,153.25092,0.95293,0.97590,10.05638
Type06,230,PURE_KRR,9.85035,9.21935,1.28587,0.39030,1.56355,0.57944,125.24691,0.97055,0.98506,8.80862
Type06,230,PURE_SVR,10.02044,9.37542,1.56945,0.35884,2.31083,0.67988,194.87927,0.97630,0.98801,8.97233
Type06,230,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type06,240,PCA_GPR,18.34875,18.10628,17.43056,4.73584,50.53230,3.36800,1954.81884,0.83399,0.90948,17.89906
Type06,240,PCA_KRR,9.18987,8.51099,3.21490,1.10702,5.66281,0.33208,44.80008,0.94585,0.97217,8.22303
Type06,240,PCA_LINEAR,9.58061,8.83481,3.26186,0.96297,3.99829,0.36753,72.29980,0.96101,0.98012,8.41817
Type06,240,PCA_SVR,9.16288,8.50157,3.87310,1.33084,5.21594,0.01567,85.00684,0.94036,0.96926,8.23318
Type06,240,PURE_GPR,9.64788,8.91611,3.11234,0.97042,5.66696,0.42442,20.89434,0.95757,0.97832,8.58098
Type06,240,PURE_KRR,9.33493,8.65168,3.29878,1.16397,5.42170,0.21589,39.52020,0.94952,0.97411,8.35790
Type06,240,PURE_SVR,9.44098,8.73651,3.17996,1.17525,6.08015,0.10859,29.40252,0.95003,0.97438,8.41838
Type06,240,RATIO_CTRL,3.45272,3.10651,2.85601,1.27668,1.71303,1.49018,362.51389,0.95179,0.97530,2.23134
Type06,250,PCA_GPR,13.77243,13.53359,7.85896,2.22081,18.07836,0.76569,561.08174,0.91233,0.95415,13.24164
Type06,250,PCA_KRR,10.23783,9.57305,2.44910,0.85673,5.25076,0.79314,167.34044,0.96320,0.98126,9.25539
Type06,250,PCA_LINEAR,10.36106,9.69274,2.31013,0.90701,5.04735,0.82501,250.03798,0.95811,0.97861,9.36567
Type06,250,PCA_SVR,10.80916,10.24404,2.73104,0.80012,1.03036,0.46151,7.17042,0.96756,0.98351,9.86095
Type06,250,PURE_GPR,10.20042,9.50003,2.50577,0.89152,7.13461,0.80205,296.11127,0.95324,0.97606,9.20945
Type06,250,PURE_KRR,10.41866,9.76908,2.50192,0.88615,4.82403,0.68174,187.70598,0.95952,0.97934,9.44879
Type06,250,PURE_SVR,10.69008,10.00863,2.34178,0.87057,6.14072,0.66392,264.62737,0.95451,0.97672,9.69098
Type06,250,RATIO_CTRL,2.29514,2.22855,3.01091,1.59817,2.45431,2.38661,285.07370,0.93610,0.96700,2.22230
Type06,270,PCA_GPR,9.07926,8.05573,14.89741,3.04179,47.12192,4.57201,1500.96279,0.88906,0.94127,7.96860
Type06,270,PCA_KRR,11.75357,10.95874,4.28224,1.24001,6.50631,1.71315,45.01999,0.94253,0.97042,10.63548
Type06,270,PCA_LINEAR,11.54263,10.84328,4.04498,1.25491,7.21654,1.80083,57.06236,0.94514,0.97180,10.54084
Type06,270,PCA_SVR,11.73962,10.73355,4.09995,1.35650,9.46642,1.38242,213.74648,0.93432,0.96604,10.40143
Type06,270,PURE_GPR,11.82697,11.11698,4.04812,1.29040,5.79979,1.51289,68.07874,0.93997,0.96906,10.81382
Type06,270,PURE_KRR,11.91934,11.09975,4.29363,1.30382,6.96498,1.43940,122.52727,0.93776,0.96788,10.76338
Type06,270,PURE_SVR,12.05860,11.30078,4.35045,1.28464,6.33200,1.34138,53.19856,0.94508,0.97176,10.99958
Type06,270,RATIO_CTRL,4.46584,4.28793,5.36711,2.38372,3.63532,4.02739,1016.94430,0.92399,0.96049,2.92651
Type06,280,PCA_GPR,11.89707,10.25361,25.62217,5.67504,80.79986,7.52227,2894.03025,0.81780,0.89977,10.11613
Type06,280,PCA_KRR,11.27513,10.57413,4.89601,1.47405,10.29948,2.49638,392.72980,0.93853,0.96829,10.23442
Type06,280,PCA_LINEAR,11.37005,10.65524,4.13217,1.44220,9.27885,2.53580,266.35969,0.93851,0.96828,10.38919
Type06,280,PCA_SVR,11.37495,10.42008,4.59420,1.38335,11.03349,2.76930,432.15483,0.94179,0.97002,9.97851
Type06,280,PURE_GPR,10.85533,10.08927,5.22501,1.44338,17.03980,2.75684,742.85828,0.93511,0.96647,9.80776
Type06,280,PURE_KRR,11.95539,11.25418,4.28879,1.36086,8.80849,2.17443,473.74641,0.93855,0.96830,10.84812
Type06,280,PURE_SVR,12.76056,11.95268,4.10080,1.37452,10.76320,2.14417,388.28299,0.94653,0.97253,11.48574
Type06,280,RATIO_CTRL,5.42298,5.19111,4.98527,2.27421,3.14799,4.57618,1101.64434,0.92203,0.95943,3.03225
Type07,250,PCA_GPR,19.33409,19.10673,18.99397,4.18525,54.76713,3.78550,1810.00670,0.85544,0.92209,18.89796
Type07,250,PCA_KRR,14.49609,14.29838,9.58142,2.09789,25.49690,1.22611,642.35479,0.91465,0.95542,14.01609
Type07,250,PCA_LINEAR,14.80814,14.62652,10.20791,2.16868,27.42322,1.65483,829.73995,0.91252,0.95426,14.34164
Type07,250,PCA_SVR,15.53810,15.13832,10.97771,2.64086,28.16080,0.75858,446.96945,0.89991,0.94732,14.87589
Type07,250,PURE_GPR,15.48771,15.06088,10.34606,2.21425,29.69327,1.73555,951.68164,0.92046,0.95858,14.73079
Type07,250,PURE_KRR,14.63399,14.41180,9.71593,2.19445,26.28725,1.26635,761.20963,0.91723,0.95683,14.13902
Type07,250,PURE_SVR,15.06389,14.81721,10.11632,2.39727,26.59177,1.12933,620.84260,0.91069,0.95326,14.54866
Type07,250,RATIO_CTRL,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000
Type07,270,PCA_GPR,10.56109,9.70456,4.53074,1.83992,6.53155,1.61911,504.17612,0.92683,0.96203,9.47270
Type07,270,PCA_KRR,15.33329,15.13477,10.46128,2.39260,28.79080,1.00513,844.11379,0.91071,0.95327,14.83967
Type07,270,PCA_LINEAR,15.21592,15.01640,10.16889,2.35412,27.51355,0.89139,804.20484,0.91133,0.95361,14.72750
Type07,270,PCA_SVR,14.93128,14.70546,11.12978,2.57974,27.22289,0.27851,372.61248,0.90571,0.95052,14.44798
Type07,270,PURE_GPR,13.60113,13.37507,8.68749,2.31731,26.11483,0.76895,1172.78236,0.90639,0.95090,13.13773
Type07,270,PURE_KRR,15.31887,15.08380,10.42952,2.58137,30.75210,1.30263,1226.51252,0.90298,0.94902,14.82780
Type07,270,PURE_SVR,15.38090,15.14518,10.27310,2.50923,31.88058,1.88842,1383.80140,0.90782,0.95168,14.88246
Type07,270,RATIO_CTRL,1.68254,1.60650,2.02347,0.76937,2.95123,1.34034,423.05676,0.95797,0.97853,1.60009
Type07,280,PCA_GPR,9.43197,8.39723,11.78810,3.41234,41.55938,4.00565,1551.63153,0.88806,0.94071,8.32125
Type07,280,PCA_KRR,15.50319,14.55599,7.30438,2.39299,15.55910,0.89983,1057.11981,0.91450,0.95534,14.18834
Type07,280,PCA_LINEAR,15.73332,15.49145,10.03775,2.35814,25.90352,1.09449,976.64898,0.91730,0.95687,15.20183
Type07,280,PCA_SVR,13.15285,12.26391,11.80909,4.10647,1.39262,5.36318,2044.56219,0.87442,0.93301,11.80076
Type07,280,PURE_GPR,17.49246,16.33733,10.38719,2.82007,27.36031,0.96596,1626.62528,0.90302,0.94904,15.96761
Type07,280,PURE_KRR,15.49360,14.65202,7.51628,2.37556,18.70683,0.77886,1374.44584,0.91617,0.95625,14.34181
Type07,280,PURE_SVR,17.54677,16.46524,10.38341,2.82673,26.83378,0.95723,1588.46697,0.90449,0.94985,16.10734
Type07,280,RATIO_CTRL,2.91222,2.63743,5.02976,1.75225,2.71046,2.58571,847.09785,0.93293,0.96530,2.54074
